From	Usage	To	Weight	 	 
.chart.renderer.category.MinMaxCategoryRenderer	uses	.chart.axis.ValueAxis	2		
.chart.renderer.category.MinMaxCategoryRenderer	uses	.data.category.CategoryDataset	1		
.chart.renderer.category.MinMaxCategoryRenderer	uses	.chart.plot.PlotOrientation	2		
.chart.renderer.category.MinMaxCategoryRenderer	uses	.ui.RectangleEdge	1		
.chart.renderer.category.MinMaxCategoryRenderer	uses	.chart.entity.EntityCollection	1		
.chart.renderer.category.MinMaxCategoryRenderer	uses	.data.Values2D	2		
.chart.renderer.category.MinMaxCategoryRenderer	uses	.chart.renderer.RendererState	1		
.chart.renderer.category.MinMaxCategoryRenderer	uses	.util.PaintUtilities	1		
.chart.renderer.category.ScatterRenderer	extends	.chart.renderer.category.AbstractCategoryItemRenderer	9		
.chart.renderer.category.ScatterRenderer	implements	.util.PublicCloneable	1		
.chart.renderer.category.ScatterRenderer	contains	.util.BooleanList	8		
.chart.renderer.category.ScatterRenderer	uses	.chart.renderer.AbstractRenderer	25		
.chart.renderer.category.ScatterRenderer	uses	.util.ObjectUtilities	1		
.chart.renderer.category.ScatterRenderer	uses	.chart.renderer.category.CategoryItemRendererState	3		
.chart.renderer.category.ScatterRenderer	uses	.chart.plot.CategoryPlot	6		
.chart.renderer.category.ScatterRenderer	uses	.chart.axis.CategoryAxis	3		
.chart.renderer.category.ScatterRenderer	uses	.chart.axis.ValueAxis	2		
.chart.renderer.category.ScatterRenderer	uses	.data.category.CategoryDataset	2		
.chart.renderer.category.ScatterRenderer	uses	.data.statistics.MultiValueCategoryDataset	2		
.chart.renderer.category.ScatterRenderer	uses	.chart.plot.PlotOrientation	3		
.chart.renderer.category.ScatterRenderer	uses	.ui.RectangleEdge	1		
.chart.renderer.category.ScatterRenderer	uses	.util.ShapeUtilities	1		
.chart.renderer.category.ScatterRenderer	uses	.data.Values2D	1		
.chart.renderer.category.ScatterRenderer	uses	.chart.LegendItem	8		
.chart.renderer.category.ScatterRenderer	uses	.chart.labels.CategorySeriesLabelGenerator	2		
.chart.renderer.category.ScatterRenderer	uses	.data.general.Dataset	1		
.chart.renderer.category.ScatterRenderer	uses	.data.KeyedValues2D	1		
.chart.renderer.category.ScatterRenderer	uses	.util.BooleanUtilities	1		
.chart.renderer.category.ScatterRenderer	uses	.util.AbstractObjectList	1		
.chart.renderer.category.StackedAreaRenderer	extends	.chart.renderer.category.AreaRenderer	3		
.chart.renderer.category.StackedAreaRenderer	implements	.util.PublicCloneable	1		
.chart.renderer.category.StackedAreaRenderer	uses	.chart.renderer.category.CategoryItemRendererState	2		
.chart.renderer.category.StackedAreaRenderer	uses	.chart.plot.CategoryPlot	4		
.chart.renderer.category.StackedAreaRenderer	uses	.chart.axis.CategoryAxis	4		
.chart.renderer.category.StackedAreaRenderer	uses	.chart.axis.ValueAxis	2		
.chart.renderer.category.StackedAreaRenderer	uses	.data.category.CategoryDataset	4		
.chart.renderer.category.StackedAreaRenderer	uses	.chart.plot.PlotOrientation	1		
.chart.renderer.category.StackedAreaRenderer	uses	.ui.RectangleEdge	1		
.chart.renderer.category.StackedAreaRenderer	uses	.data.DataUtilities	3		
.chart.renderer.category.StackedAreaRenderer	uses	.chart.entity.EntityCollection	1		
.chart.renderer.category.StackedAreaRenderer	uses	.data.Values2D	7		
.chart.renderer.category.StackedAreaRenderer	uses	.chart.renderer.AbstractRenderer	4		
.chart.renderer.category.StackedAreaRenderer	uses	.chart.renderer.category.AbstractCategoryItemRenderer	3		
.chart.renderer.category.StackedAreaRenderer	uses	.chart.renderer.RendererState	1		
.chart.renderer.category.StackedAreaRenderer	uses	.data.Range	2		
.chart.renderer.category.StackedAreaRenderer	uses	.data.general.DatasetUtilities	1		
.chart.renderer.category.StackedBarRenderer	extends	.chart.renderer.category.BarRenderer	13		
.chart.renderer.category.StackedBarRenderer	implements	.util.PublicCloneable	1		
.chart.renderer.category.StackedBarRenderer	uses	.chart.labels.ItemLabelAnchor	2		
.chart.renderer.category.StackedBarRenderer	uses	.chart.labels.ItemLabelPosition	2		
.chart.renderer.category.StackedBarRenderer	uses	.ui.TextAnchor	2		
.chart.renderer.category.StackedBarRenderer	uses	.chart.renderer.AbstractRenderer	5		
.chart.renderer.category.StackedBarRenderer	uses	.chart.plot.CategoryPlot	8		
.chart.renderer.category.StackedBarRenderer	uses	.chart.renderer.category.CategoryItemRendererState	5		
.chart.renderer.category.StackedBarRenderer	uses	.chart.axis.CategoryAxis	6		
.chart.renderer.category.StackedBarRenderer	uses	.chart.plot.PlotOrientation	5		
.chart.renderer.category.StackedBarRenderer	uses	.data.category.CategoryDataset	3		
.chart.renderer.category.StackedBarRenderer	uses	.data.Values2D	3		
.chart.renderer.category.StackedBarRenderer	uses	.chart.axis.ValueAxis	3		
.chart.renderer.category.StackedBarRenderer	uses	.chart.renderer.category.BarPainter	3		
.chart.renderer.category.StackedBarRenderer	uses	.ui.RectangleEdge	5		
.chart.renderer.category.StackedBarRenderer	uses	.data.DataUtilities	1		
.chart.renderer.category.StackedBarRenderer	uses	.chart.labels.CategoryItemLabelGenerator	1		
.chart.renderer.category.StackedBarRenderer	uses	.chart.entity.EntityCollection	1		
.chart.renderer.category.StackedBarRenderer	uses	.chart.renderer.category.AbstractCategoryItemRenderer	3		
.chart.renderer.category.StackedBarRenderer	uses	.chart.renderer.RendererState	1		
.chart.renderer.category.StackedBarRenderer	uses	.data.Range	2		
.chart.renderer.category.StackedBarRenderer	uses	.data.general.DatasetUtilities	1		
.chart.renderer.category.StackedBarRenderer3D	extends	.chart.renderer.category.BarRenderer3D	11		
.chart.renderer.category.StackedBarRenderer3D	implements	.util.PublicCloneable	1		
.chart.renderer.category.StackedBarRenderer3D	uses	.chart.renderer.category.CategoryItemRendererState	8		
.chart.renderer.category.StackedBarRenderer3D	uses	.chart.plot.CategoryPlot	11		
.chart.renderer.category.StackedBarRenderer3D	uses	.chart.axis.CategoryAxis	9		
.chart.renderer.category.StackedBarRenderer3D	uses	.chart.axis.ValueAxis	7		
.chart.renderer.category.StackedBarRenderer3D	uses	.data.category.CategoryDataset	7		
.chart.renderer.category.StackedBarRenderer3D	uses	.chart.plot.PlotOrientation	5		
.chart.renderer.category.StackedBarRenderer3D	uses	.data.KeyedValues2D	6		
.chart.renderer.category.StackedBarRenderer3D	uses	.chart.renderer.category.BarRenderer	8		
.chart.renderer.category.StackedBarRenderer3D	uses	.data.Values2D	6		
.chart.renderer.category.StackedBarRenderer3D	uses	.chart.renderer.category.AbstractCategoryItemRenderer	5		
.chart.renderer.category.StackedBarRenderer3D	uses	.ui.RectangleEdge	2		
.chart.renderer.category.StackedBarRenderer3D	uses	.chart.labels.CategoryItemLabelGenerator	2		
.chart.renderer.category.StackedBarRenderer3D	uses	.chart.entity.EntityCollection	2		
.chart.renderer.category.StackedBarRenderer3D	uses	.util.BooleanUtilities	2		
.chart.renderer.category.StackedBarRenderer3D	uses	.chart.renderer.AbstractRenderer	9		
.chart.renderer.category.StackedBarRenderer3D	uses	.chart.renderer.RendererState	2		
.chart.renderer.category.StackedBarRenderer3D	uses	.data.Range	2		
.chart.renderer.category.StackedBarRenderer3D	uses	.data.general.DatasetUtilities	1		
.chart.renderer.category.StackedBarRenderer3D	uses	.data.DataUtilities	1		
.chart.renderer.category.StandardBarPainter	implements	.chart.renderer.category.BarPainter	1		
.chart.renderer.category.StandardBarPainter	uses	.chart.renderer.category.BarRenderer	7		
.chart.renderer.category.StandardBarPainter	uses	.ui.RectangleEdge	7		
.chart.renderer.category.StandardBarPainter	uses	.ui.GradientPaintTransformer	2		
.chart.renderer.category.StandardBarPainter	uses	.chart.renderer.AbstractRenderer	4		
.chart.renderer.category.StatisticalBarRenderer	extends	.chart.renderer.category.BarRenderer	15		
.chart.renderer.category.StatisticalBarRenderer	implements	.chart.renderer.category.CategoryItemRenderer	1		
.chart.renderer.category.StatisticalBarRenderer	implements	.util.PublicCloneable	1		
.chart.renderer.category.StatisticalBarRenderer	uses	.util.ObjectUtilities	1		
.chart.renderer.category.StatisticalBarRenderer	uses	.util.PaintUtilities	1		
.chart.renderer.category.StatisticalBarRenderer	uses	.chart.renderer.category.CategoryItemRendererState	8		
.chart.renderer.category.StatisticalBarRenderer	uses	.chart.plot.CategoryPlot	8		
.chart.renderer.category.StatisticalBarRenderer	uses	.chart.axis.CategoryAxis	5		
.chart.renderer.category.StatisticalBarRenderer	uses	.chart.axis.ValueAxis	5		
.chart.renderer.category.StatisticalBarRenderer	uses	.data.category.CategoryDataset	3		
.chart.renderer.category.StatisticalBarRenderer	uses	.data.statistics.StatisticalCategoryDataset	7		
.chart.renderer.category.StatisticalBarRenderer	uses	.chart.plot.PlotOrientation	3		
.chart.renderer.category.StatisticalBarRenderer	uses	.io.SerialUtilities	4		
.chart.renderer.category.StatisticalBarRenderer	uses	.chart.renderer.AbstractRenderer	10		
.chart.renderer.category.StatisticalBarRenderer	uses	.ui.GradientPaintTransformer	4		
.chart.renderer.category.StatisticalBarRenderer	uses	.ui.RectangleEdge	2		
.chart.renderer.category.StatisticalBarRenderer	uses	.chart.labels.CategoryItemLabelGenerator	2		
.chart.renderer.category.StatisticalBarRenderer	uses	.chart.entity.EntityCollection	2		
.chart.renderer.category.StatisticalBarRenderer	uses	.chart.renderer.category.AbstractCategoryItemRenderer	8		
.chart.renderer.category.StatisticalBarRenderer	uses	.chart.renderer.RendererState	2		
.chart.renderer.category.StatisticalLineAndShapeRenderer	extends	.chart.renderer.category.LineAndShapeRenderer	12		
.chart.renderer.category.StatisticalLineAndShapeRenderer	implements	.util.PublicCloneable	1		
.chart.renderer.category.StatisticalLineAndShapeRenderer	uses	.io.SerialUtilities	4		
.chart.renderer.category.StatisticalLineAndShapeRenderer	uses	.chart.renderer.category.CategoryItemRendererState	3		
.chart.renderer.category.StatisticalLineAndShapeRenderer	uses	.chart.plot.CategoryPlot	4		
.chart.renderer.category.StatisticalLineAndShapeRenderer	uses	.chart.axis.CategoryAxis	3		
.chart.renderer.category.StatisticalLineAndShapeRenderer	uses	.chart.axis.ValueAxis	3		
.chart.renderer.category.StatisticalLineAndShapeRenderer	uses	.data.category.CategoryDataset	2		
.chart.renderer.category.StatisticalLineAndShapeRenderer	uses	.chart.plot.PlotOrientation	3		
.chart.renderer.category.StatisticalLineAndShapeRenderer	uses	.data.statistics.StatisticalCategoryDataset	3		
.chart.renderer.category.StatisticalLineAndShapeRenderer	uses	.ui.RectangleEdge	1		
.chart.renderer.category.StatisticalLineAndShapeRenderer	uses	.util.ShapeUtilities	1		
.chart.renderer.category.StatisticalLineAndShapeRenderer	uses	.data.Range	4		
.chart.renderer.category.StatisticalLineAndShapeRenderer	uses	.chart.entity.EntityCollection	1		
.chart.renderer.category.StatisticalLineAndShapeRenderer	uses	.chart.renderer.AbstractRenderer	10		
.chart.renderer.category.StatisticalLineAndShapeRenderer	uses	.chart.renderer.category.AbstractCategoryItemRenderer	5		
.chart.renderer.category.StatisticalLineAndShapeRenderer	uses	.data.Values2D	2		
.chart.renderer.category.StatisticalLineAndShapeRenderer	uses	.chart.renderer.RendererState	1		
.chart.renderer.category.StatisticalLineAndShapeRenderer	uses	.util.ObjectUtilities	1		
.chart.renderer.category.StatisticalLineAndShapeRenderer	uses	.util.PaintUtilities	1		
.chart.renderer.category.StatisticalLineAndShapeRenderer	uses	.chart.HashUtilities	1		
.chart.renderer.category.WaterfallBarRenderer	extends	.chart.renderer.category.BarRenderer	10		
.chart.renderer.category.WaterfallBarRenderer	uses	.data.Range	2		
.chart.renderer.category.WaterfallBarRenderer	uses	.data.category.CategoryDataset	2		
.chart.renderer.category.WaterfallBarRenderer	uses	.data.Values2D	5		
.chart.renderer.category.WaterfallBarRenderer	uses	.io.SerialUtilities	2		
.chart.renderer.category.WaterfallBarRenderer	uses	.chart.renderer.AbstractRenderer	7		
.chart.renderer.category.WaterfallBarRenderer	uses	.chart.renderer.category.CategoryItemRendererState	4		
.chart.renderer.category.WaterfallBarRenderer	uses	.chart.plot.CategoryPlot	3		
.chart.renderer.category.WaterfallBarRenderer	uses	.chart.axis.CategoryAxis	2		
.chart.renderer.category.WaterfallBarRenderer	uses	.chart.axis.ValueAxis	2		
.chart.renderer.category.WaterfallBarRenderer	uses	.ui.RectangleEdge	3		
.chart.renderer.category.WaterfallBarRenderer	uses	.chart.plot.PlotOrientation	3		
.chart.renderer.category.WaterfallBarRenderer	uses	.ui.GradientPaintTransformer	3		
.chart.renderer.category.WaterfallBarRenderer	uses	.chart.labels.CategoryItemLabelGenerator	1		
.chart.renderer.category.WaterfallBarRenderer	uses	.chart.entity.EntityCollection	1		
.chart.renderer.category.WaterfallBarRenderer	uses	.chart.renderer.category.AbstractCategoryItemRenderer	3		
.chart.renderer.category.WaterfallBarRenderer	uses	.data.KeyedValues2D	2		
.chart.renderer.category.WaterfallBarRenderer	uses	.chart.renderer.RendererState	1		
.chart.renderer.category.WaterfallBarRenderer	uses	.util.PaintUtilities	1		
.chart.renderer.category.WaterfallBarRenderer	uses	.ui.StandardGradientPaintTransformer	2		
.chart.renderer.category.WaterfallBarRenderer	uses	.ui.GradientPaintTransformType	2		
.chart.renderer.xy.AbstractXYItemRenderer	extends	.chart.renderer.AbstractRenderer	35		
.chart.renderer.xy.AbstractXYItemRenderer	implements	.chart.renderer.xy.XYItemRenderer	3		
.chart.renderer.xy.AbstractXYItemRenderer	contains	.chart.plot.XYPlot	43		
.chart.renderer.xy.AbstractXYItemRenderer	contains	.util.ObjectList	12		
.chart.renderer.xy.AbstractXYItemRenderer	contains	.chart.labels.XYItemLabelGenerator	13		
.chart.renderer.xy.AbstractXYItemRenderer	contains	.chart.labels.XYToolTipGenerator	13		
.chart.renderer.xy.AbstractXYItemRenderer	contains	.chart.urls.XYURLGenerator	6		
.chart.renderer.xy.AbstractXYItemRenderer	contains	.chart.labels.XYSeriesLabelGenerator	13		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.chart.plot.PlotOrientation	30		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.ui.RectangleInsets	6		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.ui.LengthAdjustmentType	8		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.ui.RectangleAnchor	6		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.chart.annotations.XYAnnotation	5		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.ui.Layer	10		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.chart.axis.ValueAxis	22		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.ui.RectangleEdge	7		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.data.Range	17		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.data.xy.XYDataset	9		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.data.general.DatasetUtilities	4		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.data.general.SeriesDataset	6		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.chart.labels.StandardXYSeriesLabelGenerator	2		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.util.PublicCloneable	2		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.util.ObjectUtilities	3		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.util.AbstractObjectList	2		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.chart.plot.Marker	26		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.text.TextUtilities	3		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.ui.GradientPaintTransformer	4		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.chart.plot.IntervalMarker	8		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.chart.plot.ValueMarker	4		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.ui.TextAnchor	3		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.chart.renderer.xy.XYItemRendererState	2		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.chart.plot.PlotRenderingInfo	2		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.chart.labels.ItemLabelAnchor	1		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.chart.labels.ItemLabelPosition	5		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.chart.plot.DrawingSupplier	1		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.chart.plot.Plot	3		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.chart.LegendItemCollection	3		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.chart.LegendItem	9		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.chart.plot.CrosshairState	5		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.data.general.Dataset	1		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.chart.entity.EntityCollection	2		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.chart.entity.XYItemEntity	2		
.chart.renderer.xy.AbstractXYItemRenderer	uses	.chart.entity.ChartEntity	1		
.chart.renderer.xy.CandlestickRenderer	extends	.chart.renderer.xy.AbstractXYItemRenderer	7		
.chart.renderer.xy.CandlestickRenderer	implements	.chart.renderer.xy.XYItemRenderer	1		
.chart.renderer.xy.CandlestickRenderer	implements	.util.PublicCloneable	1		
.chart.renderer.xy.CandlestickRenderer	uses	.chart.renderer.AbstractRenderer	13		
.chart.renderer.xy.CandlestickRenderer	uses	.chart.renderer.xy.XYItemRendererState	3		
.chart.renderer.xy.CandlestickRenderer	uses	.chart.plot.PlotRenderingInfo	3		
.chart.renderer.xy.CandlestickRenderer	uses	.chart.plot.XYPlot	7		
.chart.renderer.xy.CandlestickRenderer	uses	.chart.axis.ValueAxis	5		
.chart.renderer.xy.CandlestickRenderer	uses	.data.xy.XYDataset	6		
.chart.renderer.xy.CandlestickRenderer	uses	.chart.plot.CrosshairState	1		
.chart.renderer.xy.CandlestickRenderer	uses	.data.xy.OHLCDataset	8		
.chart.renderer.xy.CandlestickRenderer	uses	.data.xy.IntervalXYDataset	3		
.chart.renderer.xy.CandlestickRenderer	uses	.chart.plot.PlotOrientation	3		
.chart.renderer.xy.CandlestickRenderer	uses	.chart.ChartRenderingInfo	2		
.chart.renderer.xy.CandlestickRenderer	uses	.ui.RectangleEdge	2		
.chart.renderer.xy.CandlestickRenderer	uses	.chart.entity.EntityCollection	1		
.chart.renderer.xy.CandlestickRenderer	uses	.util.PaintUtilities	1		
.chart.renderer.xy.CandlestickRenderer	uses	.io.SerialUtilities	2		
.chart.renderer.xy.CandlestickRenderer	uses	.data.Range	1		
.chart.renderer.xy.CandlestickRenderer	uses	.data.general.SeriesDataset	1		
.chart.renderer.xy.CandlestickRenderer	uses	.chart.labels.XYToolTipGenerator	2		
.chart.renderer.xy.CandlestickRenderer	uses	.chart.labels.HighLowItemLabelGenerator	2		
.chart.renderer.xy.ClusteredXYBarRenderer	extends	.chart.renderer.xy.XYBarRenderer	12		
.chart.renderer.xy.ClusteredXYBarRenderer	implements	.util.PublicCloneable	1		
.chart.renderer.xy.ClusteredXYBarRenderer	uses	.chart.renderer.xy.XYItemRendererState	1		
.chart.renderer.xy.ClusteredXYBarRenderer	uses	.chart.plot.PlotRenderingInfo	2		
.chart.renderer.xy.ClusteredXYBarRenderer	uses	.chart.plot.XYPlot	4		
.chart.renderer.xy.ClusteredXYBarRenderer	uses	.chart.axis.ValueAxis	3		
.chart.renderer.xy.ClusteredXYBarRenderer	uses	.data.xy.XYDataset	4		
.chart.renderer.xy.ClusteredXYBarRenderer	uses	.chart.plot.CrosshairState	1		
.chart.renderer.xy.ClusteredXYBarRenderer	uses	.data.xy.IntervalXYDataset	9		
.chart.renderer.xy.ClusteredXYBarRenderer	uses	.chart.renderer.xy.XYBarPainter	3		
.chart.renderer.xy.ClusteredXYBarRenderer	uses	.ui.RectangleEdge	5		
.chart.renderer.xy.ClusteredXYBarRenderer	uses	.chart.plot.PlotOrientation	3		
.chart.renderer.xy.ClusteredXYBarRenderer	uses	.chart.ChartRenderingInfo	2		
.chart.renderer.xy.ClusteredXYBarRenderer	uses	.chart.labels.XYItemLabelGenerator	1		
.chart.renderer.xy.ClusteredXYBarRenderer	uses	.chart.entity.EntityCollection	1		
.chart.renderer.xy.ClusteredXYBarRenderer	uses	.chart.renderer.xy.AbstractXYItemRenderer	2		
.chart.renderer.xy.ClusteredXYBarRenderer	uses	.data.general.SeriesDataset	2		
.chart.renderer.xy.ClusteredXYBarRenderer	uses	.chart.renderer.AbstractRenderer	1		
.chart.renderer.xy.ClusteredXYBarRenderer	uses	.data.Range	3		
.chart.renderer.xy.CyclicXYItemRenderer	extends	.chart.renderer.xy.StandardXYItemRenderer	7		
.chart.renderer.xy.CyclicXYItemRenderer	uses	.chart.labels.XYToolTipGenerator	2		
.chart.renderer.xy.CyclicXYItemRenderer	uses	.data.xy.XYDataset	6		
.chart.renderer.xy.CyclicXYItemRenderer	uses	.data.general.SeriesDataset	3		
.chart.renderer.xy.CyclicXYItemRenderer	uses	.data.general.DatasetGroup	2		
.chart.renderer.xy.CyclicXYItemRenderer	uses	.data.general.Dataset	1		
.chart.renderer.xy.CyclicXYItemRenderer	uses	.data.general.DatasetChangeListener	2		
.chart.renderer.xy.CyclicXYItemRenderer	uses	.data.DomainOrder	2		
.chart.renderer.xy.CyclicXYItemRenderer	uses	.chart.renderer.xy.XYItemRendererState	1		
.chart.renderer.xy.CyclicXYItemRenderer	uses	.chart.plot.PlotRenderingInfo	1		
.chart.renderer.xy.CyclicXYItemRenderer	uses	.chart.plot.XYPlot	1		
.chart.renderer.xy.CyclicXYItemRenderer	uses	.chart.axis.ValueAxis	1		
.chart.renderer.xy.CyclicXYItemRenderer	uses	.chart.plot.CrosshairState	1		
.chart.renderer.xy.CyclicXYItemRenderer	uses	.chart.axis.CyclicNumberAxis	4		
.chart.renderer.xy.CyclicXYItemRenderer	uses	.chart.urls.XYURLGenerator	1		
.chart.renderer.xy.DefaultXYItemRenderer	extends	.chart.renderer.xy.XYLineAndShapeRenderer	2		
.chart.renderer.xy.DeviationRenderer	extends	.chart.renderer.xy.XYLineAndShapeRenderer	12		
.chart.renderer.xy.DeviationRenderer	uses	.chart.plot.PlotRenderingInfo	4		
.chart.renderer.xy.DeviationRenderer	uses	.chart.renderer.AbstractRenderer	3		
.chart.renderer.xy.DeviationRenderer	uses	.chart.renderer.xy.XYItemRendererState	3		
.chart.renderer.xy.DeviationRenderer	uses	.chart.plot.XYPlot	5		
.chart.renderer.xy.DeviationRenderer	uses	.chart.axis.ValueAxis	2		
.chart.renderer.xy.DeviationRenderer	uses	.data.xy.XYDataset	5		
.chart.renderer.xy.DeviationRenderer	uses	.chart.plot.CrosshairState	1		
.chart.renderer.xy.DeviationRenderer	uses	.data.xy.IntervalXYDataset	3		
.chart.renderer.xy.DeviationRenderer	uses	.chart.plot.PlotOrientation	3		
.chart.renderer.xy.DeviationRenderer	uses	.chart.ChartRenderingInfo	2		
.chart.renderer.xy.DeviationRenderer	uses	.ui.RectangleEdge	1		
.chart.renderer.xy.DeviationRenderer	uses	.chart.entity.EntityCollection	1		
.chart.renderer.xy.DeviationRenderer	uses	.data.Range	1		
.chart.renderer.xy.DeviationRenderer	uses	.chart.renderer.xy.AbstractXYItemRenderer	1		
.chart.renderer.xy.GradientXYBarPainter	implements	.chart.renderer.xy.XYBarPainter	1		
.chart.renderer.xy.GradientXYBarPainter	uses	.chart.renderer.xy.XYBarRenderer	5		
.chart.renderer.xy.GradientXYBarPainter	uses	.ui.RectangleEdge	11		
.chart.renderer.xy.GradientXYBarPainter	uses	.chart.renderer.AbstractRenderer	4		
.chart.renderer.xy.GradientXYBarPainter	uses	.chart.HashUtilities	1		
.chart.renderer.xy.HighLowRenderer	extends	.chart.renderer.xy.AbstractXYItemRenderer	5		
.chart.renderer.xy.HighLowRenderer	implements	.chart.renderer.xy.XYItemRenderer	1		
.chart.renderer.xy.HighLowRenderer	implements	.util.PublicCloneable	1		
.chart.renderer.xy.HighLowRenderer	uses	.chart.renderer.AbstractRenderer	7		
.chart.renderer.xy.HighLowRenderer	uses	.io.SerialUtilities	2		
.chart.renderer.xy.HighLowRenderer	uses	.data.Range	3		
.chart.renderer.xy.HighLowRenderer	uses	.data.xy.XYDataset	4		
.chart.renderer.xy.HighLowRenderer	uses	.data.general.DatasetUtilities	1		
.chart.renderer.xy.HighLowRenderer	uses	.chart.renderer.xy.XYItemRendererState	1		
.chart.renderer.xy.HighLowRenderer	uses	.chart.plot.PlotRenderingInfo	2		
.chart.renderer.xy.HighLowRenderer	uses	.chart.plot.XYPlot	4		
.chart.renderer.xy.HighLowRenderer	uses	.chart.axis.ValueAxis	4		
.chart.renderer.xy.HighLowRenderer	uses	.chart.plot.CrosshairState	1		
.chart.renderer.xy.HighLowRenderer	uses	.data.xy.OHLCDataset	5		
.chart.renderer.xy.HighLowRenderer	uses	.chart.plot.PlotOrientation	3		
.chart.renderer.xy.HighLowRenderer	uses	.chart.ChartRenderingInfo	2		
.chart.renderer.xy.HighLowRenderer	uses	.ui.RectangleEdge	1		
.chart.renderer.xy.HighLowRenderer	uses	.chart.entity.EntityCollection	1		
.chart.renderer.xy.HighLowRenderer	uses	.util.PaintUtilities	1		
.chart.renderer.xy.SamplingXYLineRenderer	extends	.chart.renderer.xy.AbstractXYItemRenderer	6		
.chart.renderer.xy.SamplingXYLineRenderer	implements	.chart.renderer.xy.XYItemRenderer	1		
.chart.renderer.xy.SamplingXYLineRenderer	implements	.util.PublicCloneable	1		
.chart.renderer.xy.SamplingXYLineRenderer	uses	.chart.renderer.xy.XYItemRendererState	6		
.chart.renderer.xy.SamplingXYLineRenderer	uses	.chart.plot.PlotRenderingInfo	3		
.chart.renderer.xy.SamplingXYLineRenderer	uses	.chart.plot.XYPlot	7		
.chart.renderer.xy.SamplingXYLineRenderer	uses	.chart.axis.ValueAxis	2		
.chart.renderer.xy.SamplingXYLineRenderer	uses	.data.xy.XYDataset	6		
.chart.renderer.xy.SamplingXYLineRenderer	uses	.chart.plot.CrosshairState	1		
.chart.renderer.xy.SamplingXYLineRenderer	uses	.chart.plot.PlotOrientation	2		
.chart.renderer.xy.SamplingXYLineRenderer	uses	.ui.RectangleEdge	1		
.chart.renderer.xy.SamplingXYLineRenderer	uses	.chart.renderer.AbstractRenderer	7		
.chart.renderer.xy.SamplingXYLineRenderer	uses	.util.ShapeUtilities	2		
.chart.renderer.xy.SamplingXYLineRenderer	uses	.chart.LegendItem	8		
.chart.renderer.xy.SamplingXYLineRenderer	uses	.chart.labels.XYSeriesLabelGenerator	2		
.chart.renderer.xy.SamplingXYLineRenderer	uses	.data.general.Dataset	1		
.chart.renderer.xy.SamplingXYLineRenderer	uses	.data.general.SeriesDataset	1		
.chart.renderer.xy.SamplingXYLineRenderer	uses	.io.SerialUtilities	2		
.chart.renderer.xy.StackedXYAreaRenderer	extends	.chart.renderer.xy.XYAreaRenderer	8		
.chart.renderer.xy.StackedXYAreaRenderer	implements	.util.PublicCloneable	1		
.chart.renderer.xy.StackedXYAreaRenderer	uses	.chart.labels.XYToolTipGenerator	4		
.chart.renderer.xy.StackedXYAreaRenderer	uses	.chart.urls.XYURLGenerator	4		
.chart.renderer.xy.StackedXYAreaRenderer	uses	.data.xy.TableXYDataset	4		
.chart.renderer.xy.StackedXYAreaRenderer	uses	.data.xy.XYDataset	6		
.chart.renderer.xy.StackedXYAreaRenderer	uses	.chart.renderer.xy.XYItemRendererState	5		
.chart.renderer.xy.StackedXYAreaRenderer	uses	.chart.plot.PlotRenderingInfo	3		
.chart.renderer.xy.StackedXYAreaRenderer	uses	.chart.plot.XYPlot	7		
.chart.renderer.xy.StackedXYAreaRenderer	uses	.chart.axis.ValueAxis	2		
.chart.renderer.xy.StackedXYAreaRenderer	uses	.chart.plot.CrosshairState	1		
